"Date","Temperature","Pressure","WindVelocity","WindDirection","Precipitation"
"1/7/2019 1:00","-10.9","944.0","0.7","359.4","0.0"
"1/7/2019 2:00","-11.2","944.5","0.5","2.3","0.0"
"1/7/2019 3:00","-11.6","945.2","0.1","51.9","0.0"
"1/7/2019 4:00","-11.3","945.4","0.0","36.6","0.0"
"1/7/2019 5:00","-11.5","945.5","0.0","92.0","0.0"
"1/7/2019 6:00","-12.0","946.2","0.0","114.4","0.0"
"1/7/2019 7:00","-12.1","947.0","0.0","83.0","0.0"
"1/7/2019 8:00","-11.9","947.5","0.0","55.8","0.0"
"1/7/2019 9:00","-10.7","946.7","0.0","38.2","0.0"
"1/7/2019 10:00","-9.2","944.4","0.2","62.5",""
"1/7/2019 11:00","-8.5","943.3","0.0","250.0",""
"1/7/2019 12:00","-7.2","939.1","0.0","123.3","1.5"
"1/7/2019 13:00","-8.7","939.6","0.0","98.6","0.4"
"1/7/2019 14:00","-8.1","940.0","0.0","118.7","0.1"
"1/7/2019 15:00","-8.7","940.1","0.0","185.2","0.0"
"1/7/2019 16:00","-9.7","942.3","0.0","170.8","0.0"
"1/7/2019 17:00","-9.8","943.6","0.0","154.5","0.0"
"1/7/2019 18:00","-9.6","943.5","0.0","156.0","0.0"
"1/7/2019 19:00","-9.1","943.0","0.0","150.2","0.0"
"1/7/2019 20:00","-8.3","941.8","0.0","149.4","0.0"
"1/7/2019 21:00","-8.2","940.8","0.0","156.1","0.0"
"1/7/2019 22:00","-8.0","939.9","0.0","160.6","0.0"
"1/7/2019 23:00","-8.3","939.1","0.0","161.6","0.0"
"1/8/2019 0:00","-7.5","938.1","0.0","168.9","0.0"
"1/8/2019 1:00","-7.7","936.9","0.0","162.1","0.0"
"1/8/2019 2:00","-7.9","936.1","0.0","158.1","0.0"
"1/8/2019 3:00","-8.1","934.9","0.0","161.5","0.0"
"1/8/2019 4:00","-8.4","933.9","0.0","154.9","0.0"
"1/8/2019 5:00","-8.4","932.6","0.0","153.7","0.0"
"1/8/2019 6:00","-8.2","931.3","0.0","153.4","0.0"
"1/8/2019 7:00","-7.8","929.9","0.0","164.9","0.0"
"1/8/2019 8:00","-7.4","928.6","0.0","170.4","0.0"
"1/8/2019 9:00","-7.3","927.2","0.0","176.5","0.0"
"1/8/2019 10:00","-7.2","926.3","0.0","181.4","0.2"
"1/8/2019 11:00","-7.1","925.7","0.0","171.2","0.5"
"1/8/2019 12:00","-7.0","924.7","0.0","164.5","0.4"
"1/8/2019 13:00","-6.9","923.9","0.0","159.3","0.1"
"1/8/2019 14:00","-6.7","923.3","0.0","164.3","0.0"
"1/8/2019 15:00","-6.7","922.6","0.0","160.1","0.0"
"1/8/2019 16:00","-6.6","922.0","0.0","155.4","0.2"
"1/8/2019 17:00","-6.5","921.4","0.0","156.6","0.0"
"1/8/2019 18:00","-6.3","920.5","0.0","161.8","0.0"
"1/8/2019 19:00","-6.1","919.8","0.0","163.0","0.0"
"1/8/2019 20:00","-6.1","919.2","0.0","164.9","0.0"
"1/8/2019 21:00","-6.0","918.7","0.0","160.9","0.0"
"1/8/2019 22:00","-6.0","918.3","0.0","159.7","0.0"
"1/8/2019 23:00","-5.9","917.9","0.0","158.3","0.0"
"1/9/2019 0:00","-5.7","917.5","0.0","157.3","0.0"
"1/9/2019 1:00","-5.5","917.2","0.0","154.6","0.0"
"1/9/2019 2:00","-5.5","917.2","0.0","155.3","0.0"
"1/9/2019 3:00","-5.3","917.1","0.0","157.3","0.0"
"1/9/2019 4:00","-5.0","916.7","0.0","154.1","0.0"
"1/9/2019 5:00","-4.3","916.5","0.0","158.8","0.0"
"1/9/2019 6:00","-4.7","916.6","0.0","161.5","0.2"
"1/9/2019 7:00","-4.7","917.1","0.0","163.2","0.3"
"1/9/2019 8:00","-4.4","917.4","0.0","158.3","0.0"
"1/9/2019 9:00","-4.1","917.6","0.0","161.7","0.0"
"1/9/2019 10:00","-4.0","917.4","0.0","157.5","0.0"
"1/9/2019 11:00","-3.5","917.2","0.0","163.2","0.4"
"1/9/2019 12:00","-3.4","917.0","0.0","156.7","0.1"
"1/9/2019 13:00","-3.2","917.1","0.0","152.4","0.0"
"1/9/2019 14:00","-3.3","917.7","0.0","166.6","0.0"
"1/9/2019 15:00","-3.3","918.3","0.0","156.6","0.0"
"1/9/2019 16:00","-3.3","919.2","0.0","149.4","0.1"
"1/9/2019 17:00","-3.5","919.9","0.0","153.0","0.0"
"1/9/2019 18:00","-3.5","920.5","0.0","150.0","0.0"
"1/9/2019 19:00","-3.6","921.1","0.0","83.4","0.0"
"1/9/2019 20:00","-3.9","922.1","0.0","80.9","0.0"
"1/9/2019 21:00","-4.1","923.3","0.0","59.5","0.0"
"1/9/2019 22:00","-4.0","923.8","0.0","59.6","0.0"
"1/9/2019 23:00","-3.6","924.0","0.0","89.1","0.0"
"1/10/2019 0:00","-3.7","924.4","0.0","24.1","0.0"
"1/10/2019 1:00","-3.7","924.7","0.0","15.5","0.0"
"1/10/2019 2:00","-3.8","925.1","0.0","12.5","0.0"
"1/10/2019 3:00","-3.8","925.4","0.0","20.0","0.0"
"1/10/2019 4:00","-3.8","925.7","0.0","13.3","0.0"
"1/10/2019 5:00","-3.9","926.1","0.0","356.0","0.0"
"1/10/2019 6:00","-3.9","926.7","0.0","353.9","0.0"
"1/10/2019 7:00","-4.0","927.3","0.0","352.6","0.0"
"1/10/2019 8:00","-4.0","928.0","0.0","348.9","0.2"
"1/10/2019 9:00","-4.0","928.4","0.0","339.8","0.0"
"1/10/2019 10:00","-4.4","929.0","0.0","330.6","0.0"
"1/10/2019 11:00","-4.9","929.4","0.0","337.3","0.0"
"1/10/2019 12:00","-5.1","929.7","0.0","352.9","0.0"
"1/10/2019 13:00","-5.4","930.0","0.0","343.4","0.0"
"1/10/2019 14:00","-5.7","930.6","0.0","335.1","0.0"
"1/10/2019 15:00","-6.0","931.3","0.0","347.6","0.0"
"1/10/2019 16:00","-6.1","931.8","0.0","332.9","0.0"
"1/10/2019 17:00","-6.1","932.3","0.0","339.1","0.0"
"1/10/2019 18:00","-5.9","932.5","0.0","340.7","0.0"
"1/10/2019 19:00","-6.3","932.9","0.0","10.2","0.0"
"1/10/2019 20:00","-6.7","933.3","0.0","356.5","0.0"
"1/10/2019 21:00","-7.0","933.7","0.0","333.9","0.0"
"1/10/2019 22:00","-7.3","934.1","0.0","334.0","0.0"
"1/10/2019 23:00","-7.6","934.4","0.0","338.8","0.0"
"1/11/2019 0:00","-7.8","934.7","0.0","353.3","0.0"
"1/11/2019 1:00","-7.9","934.9","0.0","353.1","0.0"
"1/11/2019 2:00","-8.2","935.2","0.0","334.5","0.0"
"1/11/2019 3:00","-8.3","935.4","0.0","344.7","0.0"
"1/11/2019 4:00","-8.4","935.4","0.0","346.3","0.0"
"1/11/2019 5:00","-8.6","935.6","0.0","338.3","0.0"
"1/11/2019 6:00","-8.8","935.8","0.0","337.8","0.0"
"1/11/2019 7:00","-8.9","936.1","0.0","348.1","0.0"
"1/11/2019 8:00","-8.8","936.3","0.0","347.7","0.0"
"1/11/2019 9:00","-8.3","935.9","0.0","333.2","0.0"
"1/11/2019 10:00","-7.7","935.4","0.0","331.3","0.0"
"1/11/2019 11:00","-7.1","933.9","0.0","184.3","0.0"
"1/11/2019 12:00","-6.9","932.4","0.0","218.4","0.0"
"1/11/2019 13:00","-6.9","931.7","0.0","245.1","0.0"
"1/11/2019 14:00","-6.8","931.9","0.0","216.9","0.0"
"1/11/2019 15:00","-7.1","932.1","0.0","203.3","0.0"
"1/11/2019 16:00","-7.9","932.9","0.0","186.6","0.0"
"1/11/2019 17:00","-8.1","933.3","0.0","188.6","0.0"
"1/11/2019 18:00","-8.2","933.0","0.0","188.2","0.0"
"1/11/2019 19:00","-8.0","932.7","0.0","177.6","0.0"
"1/11/2019 20:00","-7.8","931.9","0.0","179.1","0.0"
"1/11/2019 21:00","-7.7","931.1","0.0","185.6","0.0"
"1/11/2019 22:00","-7.6","930.4","0.0","182.5","0.0"
"1/11/2019 23:00","-7.6","930.0","0.0","172.8","0.1"
"1/12/2019 0:00","-7.3","929.7","0.0","168.4","0.0"
"1/12/2019 1:00","-7.1","929.3","0.0","169.8","0.0"
"1/12/2019 2:00","-6.7","929.1","0.0","166.9","0.1"
"1/12/2019 3:00","-5.8","928.7","0.0","172.1","0.1"
"1/12/2019 4:00","-5.2","928.3","0.0","167.8","0.3"
"1/12/2019 5:00","-4.1","927.8","0.0","215.5","0.7"
"1/12/2019 6:00","-3.5","927.7","0.0","325.7","0.7"
"1/12/2019 7:00","-3.0","928.0","0.0","317.7","0.4"
"1/12/2019 8:00","-2.9","928.4","0.0","321.0",""
"1/12/2019 9:00","-2.8","928.7","0.0","332.7",""
"1/12/2019 10:00","-2.5","928.4","0.0","322.8",""
"1/12/2019 11:00","-2.3","928.1","0.0","316.5",""
"1/12/2019 12:00","-2.1","927.6","0.0","309.3",""
"1/12/2019 13:00","-2.0","927.1","0.0","308.5",""
"1/12/2019 14:00","-2.0","927.0","0.0","291.4",""
"1/12/2019 15:00","-2.1","926.6","0.0","239.4",""
"1/12/2019 16:00","-2.2","926.4","0.0","202.3","0.0"
"1/12/2019 17:00","-2.4","926.1","0.0","183.7","0.0"
"1/12/2019 18:00","-2.3","925.8","0.0","182.9","0.0"
"1/12/2019 19:00","-1.9","925.0","0.0","208.2","0.0"
"1/12/2019 20:00","-1.9","924.0","0.0","194.6","0.0"
"1/12/2019 21:00","-1.6","923.3","0.0","226.9",""
"1/12/2019 22:00","-1.5","922.5","0.0","226.3",""
"1/12/2019 23:00","-1.6","922.1","0.0","227.3",""
"1/13/2019 0:00","-1.6","921.4","0.0","215.2",""
"1/13/2019 1:00","-1.8","921.1","0.0","189.0",""
"1/13/2019 2:00","-1.9","920.9","0.0","191.1",""
"1/13/2019 3:00","-1.9","920.7","0.0","202.3","2.7"
"1/13/2019 4:00","-2.0","920.2","0.0","195.6","2.2"
"1/13/2019 5:00","-2.0","920.0","0.0","173.6","0.7"
"1/13/2019 6:00","-2.1","920.1","0.0","181.7","0.6"
"1/13/2019 7:00","-2.0","920.3","0.0","196.0","1.4"
"1/13/2019 8:00","-1.8","920.1","0.0","194.3","1.1"
"1/13/2019 9:00","-1.8","919.7","0.0","191.7","0.8"
"1/13/2019 10:00","-1.4","919.2","0.0","224.9","0.7"
"1/13/2019 11:00","-1.2","918.3","0.0","227.1","1.5"
"1/13/2019 12:00","-1.2","917.8","0.0","235.8",""
"1/13/2019 13:00","-1.0","916.6","0.0","221.0",""
"1/13/2019 14:00","-1.0","915.6","0.0","209.0",""
"1/13/2019 15:00","-1.1","914.7","0.0","200.4","0.0"
"1/13/2019 16:00","-1.0","913.6","0.0","207.5","0.0"
"1/13/2019 17:00","-1.2","912.4","0.0","204.0","0.1"
"1/13/2019 18:00","-1.3","911.0","0.0","202.4","0.0"
"1/13/2019 19:00","-1.4","909.9","2.7","208.2","0.1"
"1/13/2019 20:00","-1.4","908.9","3.6","201.2","0.1"
"1/13/2019 21:00","-1.5","907.9","3.3","197.1","0.1"
"1/13/2019 22:00","-1.4","907.3","3.8","201.2",""
"1/13/2019 23:00","-1.5","906.1","3.0","192.3",""
"1/14/2019 0:00","-1.4","905.5","2.5","193.8",""
"1/14/2019 1:00","-0.7","905.5","2.7","250.3",""
"1/14/2019 2:00","0.0","905.7","4.1","298.6",""
"1/14/2019 3:00","0.0","905.5","2.9","283.0","0.5"
"1/14/2019 4:00","-0.3","905.5","2.6","277.9","0.5"
"1/14/2019 5:00","-0.3","906.0","3.9","293.2","0.2"
"1/14/2019 6:00","-0.5","906.6","4.8","305.9","0.0"
"1/14/2019 7:00","-1.2","907.8","6.1","310.2","0.4"
"1/14/2019 8:00","-1.7","909.2","7.7","312.1","0.1"
"1/14/2019 9:00","-2.1","910.5","7.8","316.8","0.0"
"1/14/2019 10:00","-2.3","911.2","6.4","316.3",""
"1/14/2019 11:00","-3.0","912.1","7.5","313.8",""
"1/14/2019 12:00","-3.5","913.1","6.5","308.8","0.0"
"1/14/2019 13:00","-3.5","913.0","6.9","314.6","0.0"
"1/14/2019 14:00","-5.3","914.4","7.1","313.5","0.0"
"1/14/2019 15:00","-5.1","915.7","5.6","309.7","0.0"
"1/14/2019 16:00","-5.2","916.4","6.5","313.8","0.0"
"1/14/2019 17:00","-5.4","917.4","5.4","313.2","0.0"
"1/14/2019 18:00","-5.8","918.1","6.1","317.9","0.0"
"1/14/2019 19:00","-6.8","919.6","5.4","324.8","0.0"
"1/14/2019 20:00","-7.2","921.4","5.1","328.7","0.0"
"1/14/2019 21:00","-7.1","922.7","4.4","320.1","0.0"
"1/14/2019 22:00","-7.1","923.4","4.9","317.3","0.0"
"1/14/2019 23:00","-7.1","924.0","4.8","309.0","0.0"
"1/15/2019 0:00","-7.0","924.4","3.6","305.3","0.0"
"1/15/2019 1:00","-6.9","924.8","3.3","298.7","0.0"
"1/15/2019 2:00","-7.0","925.3","3.4","297.4","0.0"
"1/15/2019 3:00","-7.2","925.5","2.2","272.5","0.0"
"1/15/2019 4:00","-7.1","925.6","2.3","283.9","0.0"
"1/15/2019 5:00","-6.9","925.8","2.4","281.9","0.0"
"1/15/2019 6:00","-6.5","925.8","2.3","287.0","0.0"
"1/15/2019 7:00","-6.4","926.1","3.1","294.0","0.1"
"1/15/2019 8:00","-6.3","926.8","3.0","298.9","0.0"
"1/15/2019 9:00","-5.6","926.9","3.2","298.5","0.0"
"1/15/2019 10:00","-5.0","926.5","3.6","296.8","0.0"
"1/15/2019 11:00","-4.9","925.7","2.7","278.7","0.1"
"1/15/2019 12:00","-4.7","925.0","3.8","252.9","0.6"
"1/15/2019 13:00","-3.9","924.2","3.3","268.9","0.3"
"1/15/2019 14:00","-3.4","924.1","4.8","285.3","0.2"
"1/15/2019 15:00","-3.3","924.3","5.1","289.3","0.6"
"1/15/2019 16:00","-3.4","924.7","3.8","293.0","1.0"
"1/15/2019 17:00","-3.3","924.6","2.8","282.8","1.1"
"1/15/2019 18:00","-3.0","924.3","2.8","263.0","1.1"
"1/15/2019 19:00","-2.6","924.1","3.4","257.4","0.6"
"1/15/2019 20:00","-2.4","923.8","4.1","257.9","0.1"
"1/15/2019 21:00","-2.0","923.5","4.6","257.7","0.0"
"1/15/2019 22:00","-1.6","923.0","5.0","255.5","0.2"
"1/15/2019 23:00","-1.3","922.6","4.7","257.5","0.3"
"1/16/2019 0:00","-1.1","922.6","4.4","272.3","0.5"
"1/16/2019 1:00","-1.0","923.0","3.6","276.4","0.6"
"1/16/2019 2:00","-0.8","923.3","2.9","273.5","0.9"
"1/16/2019 3:00","-0.8","923.5","3.1","283.3","1.3"
"1/16/2019 4:00","-0.6","923.6","3.2","287.3","1.0"
"1/16/2019 5:00","-0.6","923.8","2.6","269.8","1.4"
"1/16/2019 6:00","-0.7","924.3","2.6","286.5","1.3"
"1/16/2019 7:00","-0.6","924.8","3.1","299.7","0.9"
"1/16/2019 8:00","-0.3","925.5","3.3","311.4","0.5"
"1/16/2019 9:00","-0.2","925.9","2.8","320.2","0.1"
"1/16/2019 10:00","0.0","926.2","2.2","307.7","1.0"
"1/16/2019 11:00","0.1","926.0","1.1","210.4","0.0"
"1/16/2019 12:00","0.0","925.8","2.1","224.0","0.0"
"1/16/2019 13:00","0.1","925.7","2.3","225.0","0.0"
"1/16/2019 14:00","-0.1","925.6","2.0","203.1","0.0"
"1/16/2019 15:00","-0.2","925.9","2.6","218.5",""
"1/16/2019 16:00","-0.3","925.7","2.7","202.0",""
"1/16/2019 17:00","-0.4","925.6","3.7","207.8",""
"1/16/2019 18:00","-0.5","925.5","3.8","204.2",""
"1/16/2019 19:00","-0.6","925.1","3.9","200.1","0.0"
"1/16/2019 20:00","-0.7","924.7","3.6","193.5","0.0"
"1/16/2019 21:00","-0.9","924.5","4.5","179.3","0.0"
"1/16/2019 22:00","-1.0","924.5","4.4","170.7","0.0"
"1/16/2019 23:00","-1.1","924.1","4.5","180.2","0.0"
"1/17/2019 0:00","-1.1","923.8","4.3","178.9","0.0"
"1/17/2019 1:00","-1.1","923.4","4.7","178.9","0.0"
"1/17/2019 2:00","-1.0","923.1","4.7","180.0",""
"1/17/2019 3:00","-1.1","922.9","4.6","184.1","0.0"
"1/17/2019 4:00","-1.2","922.3","4.0","188.3","0.0"
"1/17/2019 5:00","-1.1","921.9","4.4","182.3","0.0"
"1/17/2019 6:00","-1.3","921.9","4.9","187.3","0.0"
"1/17/2019 7:00","-1.0","922.0","5.2","176.7","0.0"
"1/17/2019 8:00","-1.0","922.2","5.1","183.7","0.0"
"1/17/2019 9:00","-0.4","921.6","5.8","184.5","0.0"
"1/17/2019 10:00","0.6","921.3","4.1","197.3","0.0"
"1/17/2019 11:00","1.2","920.4","4.0","193.8","0.0"
"1/17/2019 12:00","0.9","921.1","3.1","196.6","0.0"
"1/17/2019 13:00","0.9","920.4","3.5","176.7","0.0"
"1/17/2019 14:00","0.6","920.6","4.1","168.0","0.0"
"1/17/2019 15:00","0.6","920.0","4.2","181.8","0.0"
"1/17/2019 16:00","0.1","920.8","5.6","178.6","0.0"
"1/17/2019 17:00","0.6","921.2","5.1","185.6","0.0"
"1/17/2019 18:00","0.6","921.4","4.4","185.1","0.0"
"1/17/2019 19:00","0.4","921.3","4.2","183.3","0.0"
"1/17/2019 20:00","0.7","921.3","4.5","195.5","0.0"
"1/17/2019 21:00","0.9","921.5","4.5","209.9","0.0"
"1/17/2019 22:00","0.8","921.8","3.8","198.0","0.0"
"1/17/2019 23:00","0.7","922.0","3.1","199.2","0.0"
"1/18/2019 0:00","0.4","922.0","3.5","193.9","0.0"
"1/18/2019 1:00","-0.1","921.9","3.7","189.6","0.0"
"1/18/2019 2:00","-0.2","922.3","3.3","196.0","0.0"
"1/18/2019 3:00","-0.2","922.3","2.5","192.8","0.0"
"1/18/2019 4:00","-0.1","922.6","3.0","225.9","0.0"
